comments	label
정우성을 정권에 운운하는 것들은 수준이 도대체 뭐냐 정우성이 그동안 영화계에 끼친 공로만으로 대상 받고도 남는 다 이것들아	3
정우성이 맞는 말 했는데 왜 난리들인지 오히려 만화가가 관종 같구먼	1
정웅인 씨 아내 분 인 스타 보면 촬영 없는 쉬는 날 가족들과 자주 놀러 다니고 시간을 함께 보내는 것 같던데 정말 가정적인 것 같아요 저런 환경에서 자라는 아이들은 얼마나 훌륭한 어른이 될까요 너무 부럽네요 ㅠㅠ	0
정유진 기자 여 시 쭉 빵워 마드 하나 보네 스포티비 관계자들은 예의 주시하시오	2
정은채 아니었으면 좋겠다	0
정을 주고 싶어도 희한하게 정이 안 가는 나영석 사단	0
정작 패밀리를 외치는 다른 소속 사랑 비교되는군	0
정조국 김성은 키 크고 늘씬하니 머리는 안 될 테고 운동시키면 되겠네 농구 배구	3
정준 4차 원인 듯	0
정준 개시러	1
정준 별로 사상의 심	1
정준 연기력 많이 성장했네 드라마 한편 잘 찍어라 그럼 연기와는 된 다 강 두는 낙동강 오이 알 돼였나 없네	1
정준영 로이킴 먼지가 되어 사라짐ㅋㅋㅋ	1
정준영 마약검사했다는 기사는 없네	1
정준영 절친이면 말 안 해도 알겠다	3
정준영 도 1박2일 잘만 나오는데 격한 마음에 실언을 했을 수도 있지 쯧쯧 억울하면 일단 카톡부터 까고 좀	1
정준영 도 협박 당하고 있을지 모르지	0
정준영 사형 시켜라 그리고 목매	5
정준영이 나이 많아서 너 싫어하겠는데 무슨 헛 소리냐	2
정준영이랑 엄청 친해 보이던데 박나래도 양심이 있다면 알아서 프로그램 하나씩 정리하는 게 예의 아닌가	3
정준영이랑 했으면 여자가 개이득 아님	2
정준은 너무 짜증 남 제 맘대로	0
정준이 연예인이냐 월세 못 낸다고 징징대 고 십 년 안에 연기한 작품이 잇기는 함 처리 중에 리지	3
정준이 좋아해 주니까 나도 좋다의 느낌이 많이 강해 보였음 오빠는요 저도요 같은 성급해 보임 드레스를 입 다니	0
정준호 멋있는 배우	0
정준호 딸 맞네 똑 닮았네	0
정준호 씨 꺼가 젤 재미없어요 ㅜㅡ 정준호 편 나와 면 채널 돌리다가 요 에스던가 이 거 봐요 너무 잼이 뿜 뿜 터져용	1
정치권 선 월요일부터 뭘 덮으려고 이런 황당한 기사를 좀 이해할 수 있는 기사를 내세요 아침부터 웃었네 ㅋㅋ	3
정치인 자식만 취업 청탁이 문제가 아니야 이렇게 쉽게 방송인도 되는 데	0
정해인 너무 좋다 좋다	0
정해인 소속사에 전화해봤는데 네이버 메인에 실어 달라고 한 적 없대요 기자들이 갖다 실은 것 뿐이지 굳이 전화해서 기사 내리라고 안 했을 뿐 인기가 많으니 안티들도 많아지네	0
정해 인도 별론데	0
정해인보다 훨씬 좋은데	0
정해인에게 치여서 현생 불가 인생 처음 인덕 내 배우 정해인 고맙고 사랑해 차기작도 너무 기다리게 하지 마여	0
정해인은 너무 귀척해서 별로 네가 훨씬 낫다	1
정해인이 지금 선 그는 거 맞지 예진 언니 차인거 ㅠㅠ	0
제2의 이상민이 계셨네요 열심히 사신 김범룡 님 수고 하셨어요	0
제니 얼굴 큰 거 봐라 ㅋㅋ 머리가 너무 커 제니야 ㅋㅋ 대두 제니ㅋㅋㅋ 고소영은 이 제 늙어서 할미네	3
제니를 시작으로 네다 솔로 준비 중이라잖아 악플 꺼져	1
제대로 교육해 내보낸다는데 아직 보기에 미숙한 가 보지 일단 방송 나와 이름 알렸고 더 발전돼서 나감 되는데 무슨 소송 별로 갑질보단 신중해 보임	0
제대로 알려주지 않은 동남아 태국 현지 안내인이 문제인 거지 정법 팀이랑 저 박지윤 닮은 애는 잘못이 없다	3
제대로 크게 망했으면 좋겠다	1
제대로 안 준 놈도 문제 5년 지나 꼴 보기 싫어 까발리는 연도 문제	1
제동이 넌 제발 빠져라	0
제목 무엇	1
제목만 보고 한 혜진 언니인 줄 알고 들어온 나년ㅠㅠㅠ 나온 산은 불매지만 혜진 언니 보고 싶긔ㅠㅠㅠ	0
제목 뻔해 ㅜ	0
제목 어그로ㅡㅡ 이름 보니 조혜련이 네ㅋ 이름이 같아 그런지 개그맨 조혜련이랑 하는 짓 똑같네	3
제목이 너무 웃겨 ㅋㅋㅋ 톱스타도 울고갈핫한 이래 ㅋㅋ 듣보잡 기사 내 보 장난하냐고 여 자도 이 쁜 척 하지 좀 말고 유명한 척 하지 좀 말지ㅡ 가만히 있음 더 돋보일 것을	2
제발 나오지 마라 이것들아	1
제발 누가 사귀든 결혼하든 내 알 바 아니니까 올리지 마	5
제발 누구 돌아가셨어도 심장마비로 돌아가신 거는 기사로 안 올렸으면 좋겠다 인터넷하다가 우연히 이런 글 보면 공황장애 더 악화된다 짜증 나네 하 이런 거에 화를 내는 나 자신도 짜증 나 고 답답하다	1
제발 라이브도 키지 마세요 기사로 올라오는 글도 보기 싫어요	0
제발 미 투 그만 짜증 나	6
제발 별 거 아닌 걸로 논란 만들어내지 좀 말고 그리고 좀 인신공격하고 물어뜯지 좀 말자 왜 들 그러고 사냐	1
제발 부탁요 연예인 여려 분 악플러들 신경 쓰지들 말고 사세요들	0
제발 사회에 다시 방생하지 마세요	1
제발 안나와주시면 해요 윌벤져스 너무 보고 싶은데 못 보고 있어요 ㅠ	1
제발 연기 연습 좀 하고 나오세요	0
제발 오지랖 좀 부리지 말자 자기가 하고 싶어서 자기 몸에 하는데 그게 무슨 상관이세요 ㅠ 하유 진짜 ㅠㅠㅠ 답답하다 개인 에 무슨 사진 하나만 올리면 개 떼처럼 달려드니 ㅠㅠ	1
제발 우리 여성분들 몸가짐 철저히 합시다	6
제발 이상한 옷 좀 입지 마세요 긴 치마도 입지 마시고요 키가 작으면 더 작아 보여요 충분히 평범한 옷들로 이 쁠 수 있는데 개성이 다 뭐 다 욕심 내면 미래에 박나래 씨 과거 모습 보고 왜 그랬지 하고 후 회합니다	4
제발 좀 꺼져라	1
제발 한국에서 하지 마세요 개 돼지들 또 냄새 맡고 거기 가서 바글바글 거릴 거 생각하니까 역겨워서 그래요	4
제발 부끄러운 줄 알았음 이 혼은 왜 하셨나요 사생활 지저분한 쇼호스트가 티브이 나와서 할 소린 아닌 줄	4
제시 예의 좀 가르쳐라 사 이야	0
제시는 미국 뽈노 배우인 줄 알았다 갑바가 장난이 아니네	4
제시카 잘 됐다 이 상한 광고 찍고 풍신 거리는 거 보기 안 좋더라 ㅋㅋ	1
제에 발 폐지 좀 해라 아재들 장단 맞춰주기도 힘들다	3
제왑도 악플러들 고소 좀 제 때 제대로 해라 애들 지쳐 쓰러져서 나가 떨어질 때 서야 어 이쿠 하지 말고 정말이지 악질 악플러들 하는 짓은 일반 사람들은 상상도 못함	3
제이슨 친구들도 와서 썸 아인이라도 조성하지 재미없어 페인트 칠하는 거 잼 없네ㅡ ㅡ 눈치 없는 방송국 놈들	1
제익이 형님이 나오다니 ㅜㅜ 굿	0
제일 예쁜 마음 원호 오빠 제일 귀여운 토끼 원호 오빠 제일 착한 사람 원호 오빠 사랑해요 이호석 오빠 그리고 원호 오빠	0
제작진도 문젠데 출연진들도 답 없다 특히 유재석 막말로 유재석이 먹여 살리는 프로그램 하나라도 있냐 런닝맨 망해가는 프로 전소민이 들어와서 심폐 소생한 거	1
제작진들은 시청률이 안 나오는 이유를 정말 모르는 걸까 엠시로 쓴다고 시청률이 올라 애초에 엠시 문제도 아니었는데 이럴 거면 박명수랑 다른 애들 왜 내보낸 거야 ㅋㅋ	0
제작진은 어느 정도 다 알고 있죠 저 여자 3개월 근무하고 다른 문제들 엄청 많아서 잘린 거	1
제주도 호텔 문제는 잘 해결하셨는지 군대 가 기 전에 터져서 앞으로 활동 기 대합니다	0
제주도 호텔은 마무리 잘 된 건지 그때 호텔 직원들 힘들어하던 거 에 나왔었는데	0
젝키는 싫고 방송 욕심은 나 고	1
젝키 활동은 싫고 방송으로 쉽게 돈은 벌고 싶고 시 발 부자 됐겠네	5
젠장 이 아저씨 때문에 다닐로 바 나오는 걸 못 보네 ㅡㅡ	5
젤 꼴 보기 싫은 커플 자기들이 머라고 시구에 고백에 주연급도 아니 더구먼 여자는 얼굴 알리기는 성공했네	3
젤 오른쪽 신동인가요 슈퍼주니어 리메이크 무대인가 몸매가 신동인데	0
젤 유명하고 잘 생긴 애 아니라서 다행이네 ㅋㅋ	1
조강지 처 버리고 잘 된 사람 못 봤다 그러게 작작 좀 하지는 쯧쯧쯔	2
조개탕이 당기는 날이네요	2
조개 한 마리 가지고 참으로 황 교활스럽다	2
조국 덮으로 정국 이 건드리면 크를 난다 방탄은 건드리지 말 네이버 실검 내려	0
조국이 더 나쁘냐 주진모가 더 나쁜 놈이냐ㅑ	1
조국이 법무부 장관이 되면 다들 얼마나 두려워서 이렇게 거짓말까지 내놓나 조국 딸 논란으로 조국이 싫어졌는데 이런 가짜 뉴스 나오니 조국이 오히려 지지해야 되는 거 같아 작 작 들 해	1
조그만 공간 속에 추억만 쌓고 오래 감방에 있으세요 먼지가 되어 노래 가사처럼	1
조금 너 많이 쳐 늙었어 그리고 신라면 라면 면발 쳐 먹을 때 어금니ㅡ 없니 무슨 이빨 다 빠진 노인 네처럼 씹어 진짜 맛없게 쳐 먹더라	4
조금은 실망스러웠던 드라마 이 제 에서는 초심으로 가서 좀 더 현실이 고 여운이 남는 드라마 부탁합니다	0
조덕제 쓰레기 성추행했으면 반성하는 마음으로 조용히 살 것이지 가짜 증거로 미꾸라지처럼 빠져나갈 생각만 하고	1
조만간 대마 새끼랑 같이 공익생활할 듯 ㅋㅋㅋ	5
조만간 망함	1
조만간 얘네들도 적폐로 몰리겠네ㅋㅋ문재앙이 싫어하는 6 25 다뤄서 ㅋㅋ	4
조만간에 이 부부도 이 환각이 네 ㅋㅋㅋ	5
조민기 남자답노 하녀들 참교육 인정한 다 오	2
조민기 안테 피해당했다는 데 실체는 없구먼 피해자가 직접 나서서 고소한 것도 아니고 온통 지라시만 가득 저렇게 외도 했다고 하는데 아내가 저럴 정도로 애정 했을까 라는 의문투성이	8
조민기 자살하겠다 적당히 하자	1
조민기는 성추행인데 너무 비난개 쩌네 ㅠㅠ 강간이라도 한 줄 알겠어	6
조민아 씨 건강 꼭 회복하셨으면 좋겠어요 아파서 살 빠졌다니까 나랑 아무 상관없는 사람인데도 너무 걱정이 되네	0
조보아 건들지 마라 기자야 아갈 머리 찢어갈 긴다 ㅡㅡ	5
조보아 손이 정말 빠르다 밤에도 잘해줄 듯	2
조보아 정말 맞는 말 했네 여기서 조보아 욕하는 사람들은 뭐냐 ㅎ 돈 쉽게 버는 연예인 조보아는 아닌 것 같은데 연기도 발전하고 있고 다코야키 일주일 연습해서 저 사장만큼 하는데 못 할 말은 아닌 듯	1
조보아 정법 나온 거 안본 남자 있냐	8
조보아 표정 귀엽기만 하구먼 뭘	0
조보아 근데 골목식당에서 졸려 보임 ㅋ 졸린데 졸음 필사적으로 참는 거 같음ㅋ 안 졸려 보이려고 자연스럽게 하는데 졸려 보임ㅋ	0
조보아는 날이 갈수록 더 빛이 나네	0
조사하겠지 그만 기사화해라	0
조상이 죄를 많이 지니 후손이 살인을 하고 나 죽어가지	3
조선일보 기자야 검은 머리 외국인을 이런데 써먹지 마라 드라마 재밌게 보다 가 기사 보고 화나 네 우리에게 검은 머리 외국인은 외국인인 척하며 세금 적게 내고 돈 긁어가서 비자금 모으는 데 사용되는 주로 금융범죄에 등장하는 용어잖아	1
조선 절세 미녀 잘 살아요	0
조세호는 승무원도 하고 군대도 가 고 바쁘네	0
조센징들 남을 너무 까데다 ㅎㅎ	4
조수애 아나운서 아버지도 창원에서 병원 하시는 의 사다 너네가 돈 보고 결혼했네 어쩌네 할 정도가 아니라는 거고 댓글도 적당히 달기 그렇다고 하더라도 본인의 판단이고 당신들과 가치관이 다른 것뿐인데 난리 치는 게 심하구먼	0
조수향이 누구 임수향 짭 아님	1
조심해라 보이는 것이 다가 아니에요	0
조심해서 무사히 전역하시길	0
조아라 판사님 덕분에 여성들의 이미지가 더 나빠졌네요 굳이 전례 없는 판결을 하신 이유가 무엇인가요	4
조아라 판사님 정신 차리세요 4번째 적발인데 같은 여 자라고 편 봐주나요 최소한의 징역이라도 내려야 정신 차리지 어휴	6
조여정은 올백머리에 밑으로 살짝 퍼지는 드레스가 제일 잘 어울림	0
조여정이가 한 게 뭐 있을까	1
조여정이나 저분들이나 출연료 차이지 막말로 뭐가 다르지	0
조영남과 윤여정은 5억 년 전 생에 한 몸이었을 가능성을 배제하기가 좀 그렇다	1
조와 또 가진 것 없던 놈이 무언가 가 지니 양아치가 되는구나 양아치	5
조용필 나대지 마라	1
조용히 결혼하셔도 될 듯한데 너무 요란하게 하시는 것 같네요	0
조우종 얘도 엄청 깐족대는 상이던데 오래는 못 갈 듯싶다 ㅎㅎ	1
조은정 씨 이 뻐요 ㅎㅎ	0
조이는 이제 연기를 때려치워라 재능도 없어 보이고 비주얼도 딸린다	1
조이 얘기는 어떻게 한마디도 없는 건지 우도 환한테 모든 책임을 다 떠넘기는 것처럼 보이는 이 느낌은 ㅉㅉ	0
조인성 군대 안 가 고 뭐 해	1
조인성 방귀 잘 뀔 거 같아 냄새도 독하다던 데	5
조인성 연기 전 못함 ㅇㅈ	5
조인성 지금 영화로 가루가 되게 까이고 있는데 그냥 멜로 드라마나 찍고 광고나 해라	1
조작단거지 찐따쇼나 남에 프로에서까지 구걸하면서 말아 먹지 말고 전현무 데리고 꺼져 이 뇨나 너희들 조작 프로에 나 게스트로 구걸하고 해 투피 디딜꼬 전현 무랑 꺼져 양아치 거지 요 나	2
조작 방송 이번 편 증거 나왔다네 암튼 동아나 조선이나 ㅡㅡ	0
조작 식당 이 제 폐지하는 게 맞는 듯	3
조재현 쓰레기 인 건 맞지만 때는 이 때 다 싶어서 달려드는 머리에 가락국수 만찬 년들 ㅋㅋ	2
조재현 연기는 진짜 갑이었는데	0
조재현 자식 새끼들도 다 똑같아 ㅉㅉ	4
조재현 씨 웅 원합니다 끝까지 무고 죄 파헤쳐서 승소하기 바랍니다 꼴 페기 년들의 인민재판 꼴 보기 싫네요 조재현 파이팅 정의가 승리한다	2
조재현 씨 응원합니다	0
조재현 씨 힘내세요 하차하지 마세요 ㅠ	0
조재현 씨는 잘 지내시나 보네요	0
조카 따 ㅜㅜ 두 년 놈다 짱 개로 꺼져라 ㅜㅜ 저런 것들은 돌쳐 벌려고 별 짓을 다 하는 것들이라 진심 개가 웃을 일 제발 짱 개로 커져	4
조커랑 닮음	0
조현은 왜 욕 한 거임 이기적인 계 집들아	6
조현재가 드라마 하면 대부분 잘 되던데 연기도 잘하고 인품도 좋고 얼굴은 조각이고	0
존경은 무슨 ㅋㅋㅋ 존경을 거기다 왜 붙여 왜 이민정도 존경한 다 하지 왜 똑같은데 뭐가 다른데	0
존 나 못 생겼다	1
존 못 ㅉ	1
존 못 ㅠㅠ	1
존 예보만 어디 가 안 예뻐	0
존 잘 존 예	0
졸 재미 없겠다	0
졸라 개 재미 없네 쓰레기 졸작	1
졸리 같은 에이 시 아니 깐 우리 아들 차별받지 않겠지 2020송도 야 깜보 넌 저기 가서 밥 먹어	4
좀 겸손해져라	0
좀 내려놔 방송도 내려놓고 꼴 보기 싫으니까	1
좀 내버려 두면 어디 덧나나 요 잘 살게 내버려 둬 요 좀	0
좀 더 유리한 조건에 계약 맺고 싶나 보지	0
좀 뜰만한 애들이 방탄이 들 언급했으면	3
좀 못하긴 했어도 이 정도까지 논란될 정도는 아닌 듯 애초에 신인이고 그냥 씽 라이브였는데 에 코 없이 물론 더 잘했으면 좋았었겠지만 너무 까는 것 같아서 좀 그렇다	0
좀 부추기는 거 같네 젊은 애들이 연애하는데 안 돼	0
좀 오글거리는 대사도 박보검 송혜교 담백하게 연기 잘하더라 설레는 거 좋아	0
좀 즐길 수도 있지 못 즐기는 것들이 호구 아닌가 뭔 잘못이 있다고 이 리들 까댐 정준영도 이 종현도 승리도 아무 잘못 없음 자기들은 못 즐기니까 배 아파서 그러는 거임	2
좀 더 결과를 지켜봅시다 새 출발 하려던 두 사람에게 조금 숨 쉴 시간을 주면 좋을 거 같네요 질투가 발발된 것도 있을 것입니다	0
좀비로 등장했을 때 연기 잘하는 이 쁜 신인 배우인 줄 이세영 씨 덕분에 더 재밌게 봤네요 앞으로도 좋은 연기 부탁해요	0
좀 웃기다 바다 빼고 슈랑 유진 절친이었는데 슈 그리 되니 바다랑 노네 ㅎ	0
좃티비씨 손색끼 똘마니 클래스	4
종교는 자유지 박근혜가 문제였지 축하드려 요	1
종국 시러 진영이가 천만 배 아까워 기래 기 녀석들 하는 짓이라 ㅉ ㅉ	5
종국이 형님 멋집니다 하나뿐인 인생 어린 여자 사랑하는 여 자랑 멋지게 살고 그래도 전처라고 사랑도 안 하지만 꼬박꼬박 양육비 주고 애들도 챙이 주고 진짜 멋집니다 그렇게 아무나 못합니다 형님	6
종국이 가 낫구먼 얼굴이 다가 아니다 사람은	0
종원아 적당히 하고 네 일해라	1
종현이가 샤이니는 비즈니스 관계라고 했는데 남은 멤버들 너무 오버하는 거 아냐	1
좋겠다 일반 직장인은 나이 40이면 결혼 안 하는 게 나은 데	3
좋네 군 복무 중에 시상식도 오고	3
좋다 1	0
좋아 보이네 부부는 헤어져도 천륜은 못 끊는 가 보다	0
좋아 보인 다 부러워요	0
좋은 댓글은 바로 지워지는 것 보니 누군가의 장난 및 댓글 알바 의심되니 혜선 씨 댓글 신경 쓰지 마세요	7
좋은 말만 해도 못 사는 세상	0
좋은 부모님 밑에서 착하게 클 듯 ㅎ 샘 아빠가 사람이 좋은 것 같다	0
좋은 곳으로 영면 하시옵소서 윤정수 님 1번으로 바로 달려가 실 듯ㅠ	1
좋은 뜻으로 한 말에 못 잡아먹어서 난리들은	1
좋은 일 하셨는데 왜 이 리 찜찜할까나 작정하고 이미지 세탁하는 느낌적인 느낌	1
좋지도 않은 노래 가지고 별 시비를 다 터네	1
좋지 않은 소식이라고 쓸 것까진 이 혼이 뭐라고	0
좌빨 개 ㅆ ㄹ ㄱ 드라마 북한군을 미화시키는 더러운 드라마	4
좌빨 영화 납시 오 개 돼지들 선동시키기 딱이요	4
좌빨 인증하네 ㅉㅉ	4
좌빨들 악플 다는 것 봐라 ㅋㅋ	4
좌빨라인 운지고요 지리고요	4
좌안의 바이러스 꼴 좋다	4
좌좀 정서만 없으면	5
좌좀 페미는 선동해서 이용해 먹기 딱이지 논리보단 감성이거든	2
좌좀 산이 우파 커밍아웃한 거임 박근혜 디스곡은 왜 냈었지	4
좌 티피씨가 사람 죽이 노	4
좌파 조국은 잘못 절대 인정 안 하는데 우파는 쪽 팔린 거 알아서 잘못은 인정하지 좌파 놈들 역겹다	4
죄가 있는지 없는지는 조사관들이 알아서 하는 거고 너희들 연예계에 몸담고 있는 애들이 판단할 기 다 아니다를 판단할 시기는 지난 듯하다 이번에 한국 연예계 탈세 마약 성매매 등 등 각종 범죄 조사 다 들어갈 테니	7
죄송하면 죽어	5
죄송한데 너훈아처럼 오혁 짝퉁이신 줄	1
죄안이 딱새 교이고 아 좀 배워라 인생을 어떻게 사는 줄을 그리고 돈이 전부가 아니란 걸 사회 민심이 어느 쪽으로 흘러가는가를	4
죄진 것도 아닌데 잘 살라고 내버려 둬라	0
죗값 받고 다시 활동하자 파이팅	0
주는 것 없이 그냥 별로 ㅠ한 가인	5
주말 드라마는 할 아줌마들 전용이라 어쩔 수가 없음	2
주말 드라마를 기 다려서 보긴 거의 처음 아쉬운 건 2화 분량을 하루에 다 하는 거ㅜㅜㅜ 저녁 약속 있으면 초반은 다 놓지 뮤	0
주방 때 기 출동이냐	3
주방장 새끼들한테 셰프라는 이름 좀 쓰지 마라	5
주변에 진짜 저런 경우를 봐서 그런지 안타깝다 ㅜㅜ애가 준영이 애였다니	0
주사같이 맞아주는 거 보고 더 반했자 녀 아니 황민현 당신 대체 언제까지 다 정해질 예정 이야	0
주영훈 와이프 맞지요	0
주위를 잘 안 보고 생각 없이 이쁜 척 도도히 척하고 다니다가 꼴 좋다 ㅉㅉ 외국에 가서 가구를 보다니 이해 불가	3
주작과 대본에 속아 넘어가는 순진한 시청자들 ㅋㅋㅋ 패떳에서 충분히 알고 느껴도 또 몰입 ㅋ	4
주작의 냄새가 한 가득	0
주취 후 폭력 ㅋㅋㅋ 여자도 대단했는 갑 네 ㅋㅋㅋ	6
주치의 말 무시하고 행동한 환자는 뭐지	0
죽방 맞은 목 깁스 하신 분 때문에 별 같잖은 것들 계속 기 사 내는 건가요	5
죽은 세월호 구원파 교주 유병언이 조까사위 딸로 환생한 듯	4
죽은 최진실도 거의 닮지도 않은 애가 단지 진실이 딸인 것뿐인데 본인이 엄마처럼 대 스타인 양 관심 받고 싶은 건지 정상 아닌 듯 너 오빠처럼 조용히 살지	4
죽은 게 연예인도 아니고 일반인인데 이게 기 삿거리냐 ㅋㅋ	4
죽은 사람 챙기냐 개념 없게	1
죽은 이 행간이 우려 먹어라 사이먼의 미	5
죽은 자의 온기가 남아 있습니다	1
죽을 죄냐 너희들은 얼마나 양심 있게 살았냐 참 한 심하다	1
준영과 영재가 어떻게 다시 만나게 될지 그 과정도 궁금해요 드라마는 드라마로 봅시다 너무 현실적인 것도 그렇잖아요 재미로 보는 건데	0
준영아 형도 좀 초대 좀 해줘라 같이 놀자 인마	1
준영이 도 나오는데 생민이야	1
준영인 영재랑 있을 때 가 젤 행복해 보임	0
진영재 가자	0
준희야 너 하나도 어색하지 않고 예쁘다 진실 언니의 팬이 자 두 딸의 엄마로서 준희는 너무나 예쁘고 대단해	0
줄 서는 이유를 모르겠네 내 평생 줄 서서 먹은 가게 치고 맛난 집을 못 봤다	3
줌마들 밤새 남편 달달 볶아 제꼇겟구만 ㅋㅋㅋ	2
줌마들 밥은 하고 댓글 다나요	6
줌마 시대 노래도 망했는데 얘 노랠 누가 들어	2
중국 남자 한국 여자 이 혼율이 가장 높다던데 이 제 이 커플만 남았군 애도 있는데 10년은 갈 수 있겠지	3
중국계 캐나다인 헨리 야 왜 중국에서 큰돈 못 벌고 한국에서 이러고 욌는 거야 중국에선 너 별로 래	1
중국에서 출산하면 아기도 대륙에 자부심으로 살아갈 거예요 중국은 대국이고 세계에 중심이오 진보정권 찍어야 냄새나는 틀딱 보수 검찰 한방에 죽 일 수 있어요	4
중국의 사드 보복으로 우리나라서 활동하게 된 추자 혀 뉴	4
중국이 아무리 개 잣 같은 나라도 개정이 개더 환 때 만큼은 아니다	4
중국인들 제발 좀 나오지 않았으면 좋겠다 진짜 혐중이 괜히 지금 심한 게 아니다 착 쨩죽 쨩이라는 말이 왜 나왔을까	4
중국인들은 정말 훌륭하네요	0
중국인이랑 결혼하는 게 뭔 자랑 이야	3
중기 병헌 현빈은 같은 작품 하기 껄그럽겠	1
중기는 결혼하고 망했어 풋풋함이 없어지고 아재 느낌 나 군대 제대하고 활동을 좀 더 많이 했어야 했는데 혜교한테 잡혀서 캐릭터 참 애매하다	1
중기형 당신 옷 도덕 책	0
중년의 섹시미가 있음 어느 연령이건 충분히 매력을 느낄 만한데	0
중요한 건 노래는 어느 정도 함 소녀시대나 하지 ㅜㅠ	0
중환자실이면 살아도 죽은 것이 여	0
줜나 무리수인데 줜나 재밌음 ㅋㅋㅋ	0
쥐라기 역대 최고의 영화 ㄷㄷㄷ 정치사회 선동 억지 웃음 스크린 독점 배우 발의 국뽕영화 부숴버리자	3
즐겁고 좋을 때 동반자 아니지 힘들고 어려울 때 누가 뭐라 해도 함께하는 게 반려자이자 배우자이지 숱한 음주운전에 인사 사고까지 두둔하는 건 아니지만 힘든 상황에 내팽개쳐 버리네 역시 믿을 이는 아무도 낫씽 증명	3
증거가 있을 리가 없지 우리 승리 오빠는 이용 당했을 뿐 무죄다	0
증거도 없는데 카톡 원 본도 없고 뭐지	0
증거도 없이 쓴 글 아닌가 ㅋㅋ 또 피해자의 눈물이 증거임 ㅋㅋㅋ	1
제 버릇 개 못 준다 워낙 싹 수 없는 거 다 아는 사실 방송에서 영원히 퇴 출 됐어야 될 인간이 잊을 만하면 나오고 사고 치고 말썽 일으키고 어디 한 두 번이냐 국민 비호감 이제 고만 나와 국민들에게 스트레스 고만 줘라	4
지 자식이라 이쁜 가 보다	0
지가 배우가 먼 내 한 ㅋ	1
지가 아는 애는 스타 되고 돈도 잘 버는데 자기 인생은 별 볼일 없어지니 그동안 벼르고 벼르다 이 때 다 싶을 때 터트리는 중	1
지가 이완 맥그리거인 줄 알고 이완 쓴 허접	0
지가 정말 잘 나가는 둘 아네 눈 아래 쩜이나 세리 빼라	1
지가 무슨 유재석이라도 되는 줄 아나	1
지가 좋다고 센터에 섰겠냐 스텝이 세웠겠지 결혼식장 사진 찍듯이 서열로 자리 세우는 거 자체가 차별이네	1
지겨워 나 영석	1
지겹 다 그만해라	5
지겹 다 솔지	1
지겹 다 지겨워 그만해라 마	0
지금 대한민국에 저만큼 노력해서 저만큼 성공한 사람이 오천 명은 있다 하지만 이들 대부분이 부와 명예 때문에 이 유 없이 비난받거나 정권의 미움 받아 숨 죽이고 사는 현실 ㅠㅠ 백종원도 많은 협박과 비난을 이겨내며 산다 ㅠㅠ	0
지금 드라마나 보고 있을 때가 아니다 82 김지영보다 더 현실을 고발하는 주제가 있다 꼭 봐야 한 다 링크 11207994540	2
지금 딱 보기 좋아요 너무 무리하지 말아요 할 수 있는 만큼만 다이어트해요 홍윤화 파이팅 ㅎㅎㅎ	0
지금 만지러 갑니다	2
지금 문재인 정부 다 연예인으로 물타기 하는 게 누구겠냐 근혜 명박이 때는 근혜 명박이가 물타기 한다고 난 리더니 진짜 좌파 뇌는 상상 광우병으로 뇌라도 뚫렸나	4
지금 신종 코로나 때문에 정신이 없는데 발리 여행이라니 이 해 안 됨 정신 차리세요	1
지금 엔드게임 결말 부분 영상이 유출돼서 퍼지고 있습니다 다들 조심하세요	0
지금 이 시간 팬들은 팝콘 갑이겠네 그리고 그 외 1세대 아이돌 팬들용	1
지금 임현주 아나 보고 부들거리는 건 화장발 사진 발 뒤에 숨은 꼴 페미들인 듯 자기들보다 모든 게 뛰어나니	2
지금 정부는 박근혜 때보다 심한 거 같군 덮을 거 있음 연예인 기사 언론 좀 적당히 선동 해라 더러운 정부야	3
지금 같은 시기에 웬 자살이야 드라마 이렇게 밖에 못 쓰냐	3
지금까지 미혼인 줄 알았네 ㅋㅋ	0
지금까지 해온 것처럼 씩씩 하고 밝은 준희 양으로 자라 줬으면 좋겠어 항상 응원할 게	0
지금도 남심 녹이기 충분하십니다	0
지금도 벗방 수준인데	2
지금 보니까 구하라가 보살임 나 같으면 죽였다	5
지금으로 따지면 뷔 정국 느낌 당시에 여자들이라면 믹키 유천 좋아하긴 함 ㅋㅋㅋ	8
지금의 엑소랑 지금의 방탄이랑 비교하는 거 자체가 말이 안 되지 엑소는 일 집부터 백만이었고 지금까지도 유지하고 있는 유일한 한 국가 수고 방탄은 갑자기 빌보드 갑자기 경로는 모르지만 아무튼 해외에서 급 상승된 케이스	1
지금 이 국가부도의 날이 다 물 재앙이 있는 한	4
지금이라도 잡혀 들어가야 하는 건 맞는데 이슈 타이밍이 랑 전 씨 끄나 풀들이 푼 느낌이 강하게 드네	3
지금이야 방송 빨 타니깐 잘 되지 몇 년 지나봐야 안다	1
지나가던 개가 웃겠다 ㅋㅋㅋ 승리쩐 다 위대한 인생인 듯	1
지나간 일 굳이 또 얘기해 뭐 하나	0
지난주에 ㅡ 내 조카 돌이었다 기 사 좀 내주라	1
지는 교육 받으면 얼마나 받았다고 ㅋㅋㅋ 어디 대학 나옴	4
지달 180 절대 안 넘어	0
지드래곤 누가 지랄해도 파이팅 너의 능력은 국 보급	0
지드래곤 하구 너무 닮 음 ㅋㅋㅋ	0
